,name,attack,image
23,Sturdy Thick Stick,8,https://lh3.googleusercontent.com/docs/ADP-6oG7_RwMqptkzY2ZQaMkRnclEPBPcsvu7cHvmrZKc5x2w5mYyk1u0uZWQJo0cCGxCIJGtO8bvAJ0cMZg-BsGrDNQHxJaSOWclJF8yRWE9qXBeUnkGUKMUnNKzxh7WZxlsChhlYLYSRU61PXo1SCUXMbyXlky2Wv_G0QxpiROE5YXhSUYJPlH6rjpw2v3J8FHYeFFjU7i32Ib4TPekFpwEM9L7sUiczGL8Fe4VdNZsW_O-ZXhpyrXI4o-gr3-k1ooodX6Z5J7cLubFowXq5IzI1P0a5d4olaq3CBvBOimswckOFHQ1zfTw22enJ_CJyEIE2HjW9yprQWqduVDLJxwtR7u9Wgoye9f9ffFlAYowwTn5n2sYt-h-C7-Ah8FCTT5kC4NosMMmZszQSuJpU2YVe7n0Ma6b2wm5r2JhXEkEQhP9jxMhr0MJSqJZKdrurDYNxEOycC7ffjVpJtWEo_ibaVdso-xQmAzUOUI4PvV32I1j2yddnZMd_eoeLEDPeh9gZlxbtf9EX-qvIsTlKPSkxD7fbVD0UcUpz_smwGvG54kZyUj15mqI9pjP_wGBXUcrQ1XJQME_7YBXy0mdxQXsQmKrd98bBWhVmphjgUHWTEvg0MNcbYox4gcugPzUNdb1tx1BXqlWJ1ZyWfNkd2GJ2_US-u6hb5JW3f5TXoOMkAoZNEG2g5koQ_Kty1991HsjCe6_G7KzSA7QM2tKJlAq6QWWwIyQ986PKX6KIX6c6Bmv9LaMD3C-lYSjFZkf8TyDhA-WdHBuYrijDjnalHqVhMUeYkddmgDfUMFuvO3NAb09L04S2Ba5JJhRoWquY3i7hyayhk7TMEmpKzWdrW1DxiDX8tzs5J2bKyrnjylxlOZOFqTJYZlfxKXf9hcpbhnZotBwb0UcGrsLSh5p_cKsJ-urJXepDQ6XHWpodaPgm2xlE5jFIZwbXC8t_LZVnjT_dprzGS77c4ifaM7ECNf50DCw2KknTLA95jyCCTcckd82OeiDYwunOpvn1_x29oWSkC4s5V3aruRVt7mfCHt3Lr8_woQ8hqnMupypLQCeenx7m2o-jamVZOZcZRyi8LuKuCf71YWSd1hcob9jMdJ3hSr7-t_uG1G-hueHlfGcRVUqxgVDMgaAnhJefUcdNgcrSzTSjDBPHm6sMrafY0EkVmE0XkOY3p9yodILMD2mn8VlrovBVGu6Ntea4Agae-4VAiEpc-c0zS1yxe67aaNWJcK-ZmtPCYd3A=w120-h119
24,Gnarled Thick Stick,21,https://lh3.googleusercontent.com/docs/ADP-6oGMrKLUiB-7wMzRa7ivF8Icd8ol_I3lSiMSPec9z0Ov2Y0smMh9l5yqEkm7Ftvt8nB2ChmK_-h3009d2f14ztN8LwNSLAny0feQQPLoKBN_QaHRdlbqRO2SYImLjdR9R0ZyZnz5Z1_EMwsBp_7_QanUjg7QuIDkrJoZ79wafVHkNrZG88zNINacs4ra4LHuqA6zt1qa2mKl9e1fGk_n7crsB3NzEJF0JhQOEsAteXq_AmyWbOqVRtXr_YXhndXQyis_Y_V7UT44nIPvglXWhVEp83_mTH3RBK70ptHj8njz0UZw5B19OMmRskiPMBVE7TWmy_QWpwYs6KfqHwNmUu0NUQCQFCUH72hIW3Y1fgZ2cE0aEjrwtC--LNdVlbhtgHbQhjhcF_J9yzQL4jopP3gh3Snk1lXfQock-QzjpUwjgDb5-PjTfjqHRMjs83rJFkaWsz4yAstVPwCx9vOR_fOIS0XtkbKyikH-uGuX266qFKzO9CHRWsBisRA6UOvZJIqetbWqZCTWGqiKFop-PlZs7F1DuRJ4qkBJEPiOm74innsg4yipQ5g8acXsUeXQwLEpo7AzGdHVmJs9lK0TzrfsamoeZIY4iCedZU4ZJ5cGP6wPsxD3IaFr7QySykLO3fvSJuuxEC5TVYNPbK_VXRDY67eq5WZZnCwTAJHiHPtM1HfFdwidIuc2-eQc6margXj8x1X862dYoBvpn7AKLIKRg-HuvTJE3Bp4-kHhBmGB1P2tEuWdtOpPOm7mTm7k8x3wx5cXviIowTScdmflPbMQtHEus00FNWU5Q_WseVouYsP8AB8EzrtNmzndiarSJH927m7NjRLE120JNvwD8gEq8eL7wEm2B45l3KX_HTWQPoW16xEDkEZfmziKdhArM9EsR3Onu2OXvbXGwqJlT_TH6MukZXMR5_hRE77U6z5UY3k7cWXvgdNrs7ZKu1YGAiuqcc6J2eXKaeT9lbc2YQ_OHn1uiWYesMqKH9lJ8rVo9Uh0c_XxqWH6qXTAZ9EL6IoGbFq6kb4e-CNauHOoEG0hxr4S6u7xqDhYTleegapfdMl2sK9eRpE77ojKHP8Tq0iWtW8yR9Ut3pRvGiAaI5-E-AlcZZrfNgz18HY5RCKoCleXIW9iUzk63BjOzyQZwp-RwsawbTBH8CZ-AAfmIKXjuitYssYSVZhWKOapua0w8wmC5qW0ajEZ82Mbrihk2p9k_rEyfRkK0juKV21Mw62Mvz3sbICFWA=w120-h119
25,Soldier's Claymore,9,https://lh3.googleusercontent.com/docs/ADP-6oEe2xNrWfUdi_t5mXi3ud_ONgF1dQqglOuuTiDVoymjvp_Fd0zvK3huMJ1ZlcannWCHXlvyGwdfTPy0nSdqQ2c6uuzCQWkWuDXVqOo-tUjRhoI1aZlOSa8izcyRejfdffNbMrHWBYm1XOFYpTMpaHI0aQwyeDHzRSrWDAYiM5ebv8XcHDeG0dXjP32JYhsWS7jc0C5CyKN0ba0FNSnDLlSklNpUz5pw_HJDEyA2hnwd4yuRe2qKJeiwhTOfQK5ZEBdz1yc36YvD86WhcojQ7S3Ga4j1m4UZxxQlxA0MFYsyMV94B-E74ysn-3BTD3bIjL25OIIFEHXm_V4VEWTM_Wf5N3JZICgRD07koKy8JpOgWRmvkZC9wqkrOkPVM0HdxmtjkpSNhTT_qGlacLzD98VdEtaXc_WN8K6sp-C1ZL-kSWPfomJFhsfG56RrGVZJ2DVicJSdGKSAYqIVrY9UNBpHCy4Zt5rZCFKIacd_S842DKLYD8HVaCVfZEGfgJU19u3y7XgOx4jQCDzLxbEju3A-e-2DvKMQjUpyEJRoaMjXh0qKZ1jJieukKu-CpNlfM3HeC7l_Q0Zh_iQ6wRLkxs9ZbsT8Wful3o59hM7c45ZXd53z3OMdc2BqgF1PPUFnB6t0nCzDYa2_065rX6e6e07WnhqUxZf_pSKHqVxfAabRh9zCLuf8irrnjjEqN8KGjUR9ZWsSVNCLBH7oC5nI3XAagAtO5uYqImQiQZEC4JSTE6hwiSsBbl2_USHALZ8t7D1qyzEWsrWlnyigpTTA88bodYH8EQBKZJPUJnR-bdNi2ILh4Wy9Y804PcYsKBUpY-Kbcrf2TLNpRTz9hiaqwvDe7XHDJm7_N-rVilIjOW-6dXly01iWWVYPLqzTpOGH6wukPFNiAW6Ff9A4_sApJ7hLrqBOGYrUlgaaPIBYsIIp0TTaySSJoWzqpfUwtml2faEbpykJOYjMOq-lWbFkQNglPoHydDDzZERzdpj24LNgFbIz_4IBTASHRaI3tX-VU2653qlO1rps7o58QN492njXvrZ08yauZ4_PlSOkEE9IZ7B3uco6gTnngnADF1TVuftuR-JlB6_NNH6LjdI62jZmE6MpmtWtqXe5u4ZrroECikTP4rNIuE-2ZvYOkD8CqBmw_1g3aNO9s3zririw7HeW_9tTbaWPY28q1Y3rqwPWW6eYCN8pyuwkDa4sDRM8FcFqW6qeS0thpqPDtj-dKxYCQYUoH7B-sA=w120-h119
26,Knight's Claymore,12,https://lh3.googleusercontent.com/docs/ADP-6oGtoy9QMw8njm8vSPVdzRpAV8jKcbUCjbqDwt1sXxajs_GeY0mh9Ht07a8EE7Zd5WEuS4PUT5HmF16LSwi-ZDGOQzuhV9PEphOHmjR6IlCt7OBg00q1iW_EvnlQmRgR5xJRYlJOgpiBMxS7N-hc0gZnSFPsY6Bo3zy6QWl1xwSsHMsrTe45pDDnYh-9p3iuBH_nqfYo6Giaa0WgclsV5PoejHPiEK13DUXtRNYG8utHPNBkGVRRb0s8DHwOidUfbKJuMk4wDW5TqYnFdiFanhk9I0olQFGXkF87I3NO8glotoZrBlXHQiWn35AZJp_BrsLjYvacNFY1uu9_fAAXwer1XpzOwSvWvx-7usKujCPtIyJJzz0jLFx_gmqBGicji63mcKllzKkWN22w7Yhn_WdBGyXKmU4lQzLb7vMLlqUdTOP6NX_qVQsecGAAybc9RgutoE1uroCCyM88GQmkOUvwIFiwzkel_3iYwncTYto3NJcJBZnEhEJ6kD1ysYdGuc6YCu91zCxg6393qHDfV9Eena9Aefhfudax5ShJyGR2GNdVjhIsI5YGh5cWBT9kb1a9KmhJH8plPzkrYf4dIvtCA-kfDFJmTT6jBO0KwX4Y_K2LWgM99BTHr_3JwubbeHQ1cyxmgC6WxQAc2BhzTzCZfkJLnkACxIlR2jnP1kZhshJg1_0G1I_VOnHq-SLWrZEmCE1e7Fi281dTPOFd9g9lTstiCHi6dei_skSKDV332XxkVvUjla7xMzK3NFqnAIQOO69zhAAH6Oh6qHnOtfBMYTMW2eemr6Z6PcPQOwkZzkykRSbbhTwkkn3-V8OWBdI99p_zc8o9YLbZo-OFnslwTzwBbx5Yy3VIOxGmqLU08ZmBbwz5kpDVSdMTfXwcX9E2yI7kENZNVma8jAZCSWd97uw8k3ObPGIAvvYGyWSLbAFfv_zqFCwNgNcHbTon5y3HNFGEvfByRFUuMgNO3Px5gXDc2ubbPHrV4mf9-x6VWl7LAGepOz5OL2rtXwZQY3SRd2A6hsiMUXVka6gnnbm9ef0PjW0Y3Q4LMuVRcEbNDai2w0CyjPzDjE3Z47_re7hzjs6xVEK1dCUaIH657mgjIu3PFxvutgBRIl0mqiMPZQfE3LEBV7jdMtnlDSZTpRtWvUISVEGw7QKliDdCRGw-uNN0x9wgsF_xjCTqwiXeSgaIQjqGJlaseEOHtsttSmRI4KrcKNgCf6LX1md6b3YB3IMD9FvaKA=w120-h119
27,Eightfold Longblade,9,https://lh3.googleusercontent.com/docs/ADP-6oHMqOG-s-lBE-Om8Y_HzMUVFil0rUDlg1jzRpjY2U4spJNWnbRLE6wjwUPeWQwGHNeufffxe2HYJRf0Hpr8ULZfGY-yx9KT5y3GMhoVFxoFH7sfpB4Zqs-O_bwIJc7h7Fe5GwP9OM6tS6KCGySQ8orWhQiGrUCHc8rxOd8O-5AHGmT6CAfDr9krrB7OahFUlxQNiobL6RWx4mum7-AMq_yu6XesezEihtY3CeMeyGsujkCoM5rvy9dLTRhZdUnP13ZvYsOX2jqPhTKQFTaXqk5WjkzJXLoxGvy4V9J2Mu4t1M9L_uyt5ci1WEQbD72nqqzwcaG9Rm4RqwIp3e4QDd-4j_roV0Wo5Pj4B6-m-7wRQo0BOqhPQhdv5MzrofKJVLn7ZZmtAR5c6TlDolBUc3Pt55sCUvIOfzO8xtOthaf7kTbaT2R5-uyqOi4YKQN58VqWEqwLQ-JyR368QSSfldHolh1t-Ot8xVUDwYfD7WDlSXimhuvjOlV6RemXpy8cm_4yqdXV0wbheqDYX4NkTfSgywWAMsFWtGZBJ_2Ldnv_eLqddHnKhGRzLOHFDk0loQK6d__qApRqF1EEPkF0xAY9VmL5PUs1yCMRnEy4vwHnTiCX27SikFh90l3re-fYxa7fGgyFndjLF4dMRrcLcpcFt37PK1aXULqluQae61YRWAZJ4oYL7MZkyH9yLGB8mKGmU0jVg4_pNso_JlIfhlZPRYPv1XtcfvNU-0j_xmXjVOabBW2oWeJZdCw0zuJU3yEz_WJvL2eX0jCr0VBWfoS4jd98A7qZQmwqJ0jvUYCByPmGTOMViFugpKlzyoUCf96lnYZwdXGbjIx5O7sMY4ESwcnEh-3he-mhqMyVDqz_0c58p1MfC8-b93zohiE6i33D4JwouykkH6Qqb-UvwJ_KdT-0qbLbH1792JNw1BJiFW22A9nPcOm4ps6-2hkzQ50bLUvN6SrUjpKAPM3JfLKUXla26Evq5-Y2cpqZNloh8wjCR62hH_gbRg5PTsn-9DK2gNzxncaUvmv8tKpKpVhhbXE0hKz547GWL_EWO7pAcMaFDjIskv9uni3rbaKvGxkiayvGbdBnoWKvGI4k_hgwDdwlhz_SGNMT3J_IQCIBqWqBYXKX9OYlAsHQpLrlouxIodYxXDrgy-mBpDROuZzOrmTTRqnG7SL7xRTX6A9nkAaxsTMcFka7NtDBf5V3DaAIDWQN63iyLfnFm2AWCMN-QbYYoeogcA=w120-h119
28,Royal Claymore,15,https://lh3.googleusercontent.com/docs/ADP-6oF6WMIp7x8iFtqp1EQvnUruxCGsI1w_xy_CZaLWeReWSZm6XhYlOwDFzCwLTjK3xsLwyJUwum64-mCnkLni128vl28Hn6FwU33C1ksUzKjHUM4DuthBMfC2hv0j9AX_il8QQNKKMJmtulw-8vRDOijylhuCNzI9fBeVug-wNqHO2aMjkD50_SYngn4TbjbJ-TGtDEUygKqbHOtt66xLBW4WQrFdsOHddS1xvntUrq5D5iYkVcUHlyvXdr1OtBI7g9oqOdfz4llD-uz1IUWs0KmOHuMXak5oTGQLsrVEKVG4gKpcesXUhbbpH9xplwY9SzTVXIOWluETofyHr2ohnOAGJUZTZzlDLTx5Rg0w6-nDS7BHWTiYA5nmDslxFx90i6NbaeEC4qS8yud3zmnf_8K3J2GjsiNVKo2VUffqyA8Xeu4nm74aL9AJXYE399EbIJxmhSqINl0GvNZFyeR9pwyHerubKijgwQOLhAYwmmhf9-sMqOb1NP1JHeocktR8HYvsoK48kGDxID5YhbW1luH1PWRiyYJkaKwSMwthvJHHr29VaKoY-g9nOba64rjpupeR06YjZc6iAH85wHHtKJGH4ITFDFo-oPH2Ky5U_uiGl_IgzBtpZVMi-RJQCmt9TfwZ5JDe66lDGK8urJ0KRijnAQXTi6uZxBmX-utndZp7pHbVhIoVo8bzz2OhhG9-x-u5eTJXjRUyMSO_iObrZiuMxNYnIWsyM34J40AfzqeVRO3YTCGswpK-Dy5ZXz3yS7UtvnA9SwdO63Ta-5uom8E5Gn7MJvvQGQDgto1QwaXa6aCFC8ZP4pD53vcIHKDKwB2c5jDr15zTLeKmghIf8ybmZDLw9_EN7cqPVi4e5sYQ8_EXy0aehBbILLJ_5iE7U2TMLRv3FwAbEcufdlatNHqCToMJKj4YhXs8VA5kgNCqteD8_98gGrUILGolGWTTnoNkQsRj6rCAZGqWHGjHPjfxqwioI4HyjBIqDWDilFr7QWYZ0NREayG2NndklFzUy1hXGRPXbSiQ0U1BAjw6FfNVxiv-55BU7d7M5qBv_8k31Juc68OGeZlaiPCbDNWDP1VXu0R0mm5iEI8Njr5OFPDq88gnJHUwulOq9xsuw2gMN2dPYdofFhny3Mkc4eLmo9sH3sIE2XR-nbky4vSLfvxj6o2LRlZOdwpwV2K9UqiackQ2A_wvGNrxiof4BQCLkzExZ-hu2FA80HD5Fcxi11o2cEJKqF_1-w=w120-h119
29,Zora Longsword,9,https://lh3.googleusercontent.com/docs/ADP-6oHdUHTIxgrgJwabHDAZpBpgBPzo_z2XS2hTVfv-W3wFvdM4SKmGGTKnTEd_hydyyenufe3EML_VXrWgtWpezS634QtcJ1tuKvkvchTpV_qK85AdCqL00cwvyY11NwfLFvYh9PvArC49RW0hZ_66sGaFkLFHecqpdMzJVItgSOimgLOJbHrOkJ51IILt2LDdptQdBk06cTRA93tEpIalcBa32kUtjPI1vlwx6N-6BC_IO9fHwXmAXOASHBdJN-pP8DxBjyPRQdtF33VZJK9JGzFDBiKn6Ejvhm_7niz0c0bmRH24nwTCtY-PCFSvRiY7RXvKhMcyoO3Kc92Oq-l-fZR5djiGCH7CYDXRq3t87iwcyvVxfVFjbCD5DFCpAEUvTpbjdfYzIlb5CWW0fvheIDg_qZemCe74bYU8qep_hgu-qPvK2RNtrkx_V-4uwQxsNF-uXntkqIP_27zP8QL09gUcSNxnaRtOHNF66eP4pCM0H1XifeJCusReZCXpmxGbnl0YwM261bhuSaFZK3M5OxXTJHxZcx1UWqe9mZgL4Ol8sgAvxmjRtzXFBpJC5dQPm5-9UT1q-VFjVEz8Ic7lLFuHaLUrdnSwx1uKeDbR05pINtyaXOL7nG17aalw6TCI_ZUzovwD8miEeZWOsMeNwuffLNN4t7ix7iL0BxhQEF5I0iSBAH7xCu0XrpQi_U9qrlaaZ-jGkHM3ScfnlmFSXWYcDaIIBKA4VUCyAujhbPDyOlP_bvOMj5ESfVMiKWBQVxvdyugF9S-aT-h9O8YmXl2DSg95Te-PvEsiuz9IexwwjQFEFrtuoAiY0crLvMlwsabw-wN_NiOvd5NZ_BLBLqRspbOWmvo8yrdjdrewnn5g24n2gjdIQhJFLaTLLwAQ0mzS0GHFfAMqTWVK8Yd2ZusNHp1SPEhNA9J2oEw6G97VYzMMBT3xFr2FReGyndGqam7UknIuOHzSFh68uxnTIEhA-RjL4Vg_0wgwRwVTI5wy8o3qbcRCupOTT7ZqNqdt0i3Vewc2I4QkNbAEZiiZg0vvXIC_IXRCLDdkHBqNtjTMprpqTqdhtVVeClZEYI4E36GLV4nWtLcGK6XFclgob99uORQxFRz8pPmgk1UEBRjO2QQK19mTOcjzsJ_6kg8snE2aMbiY2ZPZLOL7zU7stPdIs1phHzQsuYSqP1NGvppZfIto9SdchEZYKBl05IIJn2DPhHhfwTcWEUCIP77RUdVH2Bt8qQhjPA=w120-h119
30,Gerudo Claymore,11,https://lh3.googleusercontent.com/docs/ADP-6oHcjpFhe8Yr9rOOPGqFPTXWfxGHNb81Zn39cv0v2kb5aKgu_tlI6o8oSpkgqQYFv-svM9jW6G5xO3dRa1LaksWAhPzi80n7AvMqYNXZQN36p0kb7Q61X1TmxPUZo7LhERiwaD-SWImGD61veSGxt0MwRZWA5BjPOqm5V8LUAbQdohFMXFNGT4Fd6iSlIp7_Wes5wTqQZCjezzEy4mwfMkeJZEHIHO7tG7HT09DtDNfg9qsJkhDrpXUSmKHQWAqB6GnZ4Z32yBXQQqGAtkB3DbZSUaQg8Gyb5eGTrLxeTHVtlrU-66xGIhikKWSmUg-s71fOHInNIYpJziILdewQVUitCvZLEdxLJCF1sdZb7dd2x2hS_TrC309B0VY09KyEkK_D7H3YFWazAdJYGBj2KlReQqsMJmAY2iCgkmc_vi1rqouVO9xCmlGtX6QNaSDLlhqeEyg8CUZVDvOXoaRHvdb7Cqggkdgg6o6eLTnmMF5VP1UdD_S4Jgw3B2HW1KpeHf8gv568fnceEbo3Sy-0aF5tgLONgnSQjl2g5qSASC3JZ---uBWaU0ENCy0gsptK9qO_1AjTLKY-iTXsdPK58WtkeqmMXomeyENC79lvoPTLIkCmoS07SzVdjCw2AEn5lIEuCWEF7_bg40wk-7i4KILyffDR_o0VwB_thoFYGTSLRtNOmTGqLhVmrVv9rYBZ-UO-R5MG0G0Hl-BIwUtQhcYFmIP3ouzE0cuzdh3XmQt5L6M_KzAQ5AtaJzf7uYpq_8zzi8u_UOwFHM5kQ4bwVKpGSBsD7oGSBFzJAJxcja4QNwJ3UK9RiA8eczv9I1DK0vWl6wjSjPGeAh4Qz5H5DazWNefmWojfwNHkw6Z6qWZw98k3io2Egpx_s-rAI3-PLxzY5mVfxCAh-MNw3klzRsK-gS7mqAO8m8IFwd7km5zcy79ZPHyJl6VOKTLIrVxhegUP_qxy3c8ck2LM-j2lTNt5nN13OLYn-LPB9tfTP22em5b5KIdYU-aA8l0_I93ol4g8LJ823AZil5U5SC0fexYTY3Vqg6FB3NY0QFuukUIPI7OaVlOw1iXa0G__ovFt-aOCPSm2eZ7k7sr-9ybgtvXkxeJ-NB5qyoL4sQwi-GOeQUCMnxtvKeIYHbFWG2YV-Q06BFD15Q7flU13whAfErpOgEQXrBK4sXqn2Wekppf6qm5x-3JUVP76QHo69F9e4UJl3VZUsZBvMlyHJJrLFKw5SI1zWCktrw=w120-h119
31,Cobble Crusher,10,https://lh3.googleusercontent.com/docs/ADP-6oENeT0BI924Gye32cwpmE7tsjiaKSwlrrf9Jz0jYEOOkeHNXYt8lhhpyVPe_lii6_vh878bjYHB1l6hVbfIOKJxhsRp7CoBOs5AqteIjgi550FIwfPTmlGy-GUqP8fgE70ZENglz0zc5ESqPQZFTy08ZtyPXvOlpD7SLotp0C_PtXY0gGnfT2MWpTTZxJ3iqJ0jVdCEDzuJ36nBFZvjfChmwlfc0t7McFsFaCk68xdYxB3Kx_ByI1OMOi6_-mJS7A44jBJT6-os65C1m7t0PfkojrSqFga54h010FqIPXNJJDpYKkUk9wOxWKEIXgI8XSgQuSVn_UGevPj626WI_lLt07zEfJk0QlaC3qbXvEUV51m2K_5NORfBf_rYzeQI4jA8MXQGskpGEQtDNvSp8gq7tGkSGQ2i9f7s4C1X71F5oES0uQ5X6X39oSHD_1HKXhx3TLzRmQUly7krKN9ODPMUySVNHNreaXUYxjZljkNm8P97ytwCU1Azl7ITi81YAjPZftKOSsMPW-3tO3NeE0EtgBVdrThva2iiGE58MkSptZ87wkBQC9WKQAhRU0e68B4dNm5ow4aRHkLrscIZXHozR4PiVMMdCzO-AbrHeqkTn8AFSnVnuQogIdGllcGH875_qVXjdo-VtSp9UsZso-8Nj4xAb5nEUwx5dRsorDID8jQO1sz47Z5BQ2RqrFsGELlIFr8bvgOBrbVWLd6JIXZBys2Tr-TGpXXIMzKAc4wxz68RoMUc0v_wqrRULeYEv1ksQQid0VTQ94OoudZhU0-E8ZwdvngFaQlz5Z3UPfTCg24iOd1jUh36TpLitBlbQ1lGbaKpnFcBPJKCX2cjLnwCi8K202A2ZPXVsTyj9Ywc6Lj81YTdlIH8PgKkWupXFm6Ytbvi-S6zM5VgXw2Ro_kRD9QcVkPrnOOUHHl8wVikeAwel3MGxSmPkE2RaYsJbRAaloWg7k3srvPopQoWLQDjGJQLmEW9-KCcuH-JIOIGuXIOXaCMdynMyklhLaShqajVgGtQhKOwTZzJpwtnJDUElan3VCXdElBjPIHw42kEbjl7_WpMKWseQtwDXQ-_flXKMlFvOLLG0TGJWOPBLdfpZv934Eh7rRC-5l9DqvbBLe919eZU0JUvS3rYMPWx4-XVyrRUhnSEz3MBtdypwyATQ_kBO0pHc_6eOsGslFI_aqat1tCQZreZwLzU2_4PD6uSrid0dXSKqiFO9R4GNrGEYXT8sFw8rg=w120-h119
32,Royal Guard's Claymore,34,https://lh3.googleusercontent.com/docs/ADP-6oFKeR6GELYI6d5OM56UgQII6EM_8Tmp3bP8QUmF3c3MlOrB-PGvbnl_XEKQykJ7RscI5uOWsozzvMMmoAO3kBbQXTCkn7yr6nHKW30GYTAO3WZQvayv4jDICeE1HhyEA_MT0a_J1ZHezX-HMaUsjKtVo8iixkZ9pia2GtPCoUIVUBkBVr73QXk8p9VF6rP39KftZf1Sa5nLoqPxSdK8Bd5VlbwKMg9QgNBlB-QgKSdEs9mcGEuiPp-spVuUO5HnNSBti4CdDo2WpWcHnRNkKNbBfwDHzCdkbj4VuvtjPY2TrVcZTTz-luQdEoMLDnWolmt1i7QLfJJSHjCc1YLUyLTctH0ZzahJPLfQ5_uJ_fw7cEgqkYFDCp6OgRY0wTfGGEkUh0_LxMRBxB6aZQ14FubldNqP6Eb5AlMUXFTfodTn5ZN4uSqHZt4KZbBzTFDwLBCXSJbBB5NKLFyIuynAQ5FO8sfI-zu0q44lbkIMr2IuPN5XTkqcn-UFKnK71Vz02efMYuF-07T8L5MXaqInT9IcdU4K00tZQ4dSlqsZXGvbmYFiPNi4nTTDqEbzCaiLGkruN6VIuhNT8xIqhjOlb1MrEQvKybJw_PIlLrSatEG5WvNNwo9OWwf9_UtJG2luItTxY5Mp-bL8op8WUHoJwf9fxfw6hggutG4wiKcjCrm5urEvWZzGCu6u20In7XhQlU6SL-Ls0baCT73MxkZbsJVI0b6-Y1KAhx5hiTchvAGTQmez5E_3lzZwaq24FARabzvIrzNACw_otrVtd67WujxShABo5mUG7qCUp0J3etq9BGmffX-Q9UasxMTGEEd0ejbkWZpll63VoA6poKRk43L9ajV4P8I5kEJ1fYyhzs0kSaf3LZnp0R-lnBodjH47sGpKxlr3VWnD_TNWmpYs6fzcQTndfpbkGP-XzoXMdGdCWlz6E-eNx2oBCmJLNVpcxn74bclT11JZuSjhZYxWP9meEC941hrAjfrtHoBrX5gVH9XfP3fVwfmz4PKguglLUIiq_dolDWtIHepKupQX9Bf02rmzHiHzF1FeKcwxapPM5puzrg8yAltVxkGyNY181PQDwF48H69MSYYTwHnZw2RuCVF37BVfGQns-T6lPWW8RbxMDbYtLkCpoyynN80WNPwHbLD6tXDHEZ9rAnI2SBE_SbAoMZL9WD2SAYAXIJsnb3H77y3dshVgapxxwaVDOL_oPb66rsUeh_BIvgZcDAiCyw2F34xaIA=w120-h119
33,Magic Scepter,8,https://lh3.googleusercontent.com/docs/ADP-6oEkRUWXs3JjoM2qIiBDUiMm7Hv8tl_RACrsx3cPtKGg9Z2Dikd7ceiyZKaHgHHuBngAE9q8cZ3Pxud0ZMWvlPpI6mhCk58bXH_jGk-pStmldidEegzNyQkaIeHR9fDYY-SfXRRd58nXKSMZBBbntGfBfYm1GlB8zULJv8FVmB_i2Uf_3X7QJX4epBpIHfFMQtSDKPb-o7_BkFKeZjmEuy936CQUN8sgIpRKPj5zB3CPMZxiZOdVpuma009-Oq58u93kQuTMe4kWr4oWhCsXzMwO12tCPWFXMhfBsHcVjUyc6NE2UmFoLbWBOiQ0vLBADYF3w6rFUCpMxUnvDl31rPqX2B9HHMZ72sgAlRoPIrl6I7huT458xiY2QDLe6tN68ZNX9rmss-egl26xG5HE4GMYnZtxlBdtjURoKdOZ_WfVvflwHQJzyYSV8p44YBoQxe67jht-zio5H6549hRms4SBM6bljenDJgGKxkDFfIJyddhcIE3WaZXMp2cPBrWokywY-qbrzFyo59vhEol1aGTSYU6EODZBZv_V-tZRws79ubwJNU9lCY9YDByxLlwpL0A3cTFuuww2yTRyXRLskdDRmhHhC8dh2a4OLSiFM1YLw5jy-mmsBJSHqWQaxEj9BeXJ858owlwsjRajo6vo-DQs0zJOk13DzPkjp4L6wqMVF8RNcQ9hQKSuWJQmJLLi1eWzjul-g7I_GFJC_RNp119saj_493PWadxmYRuBIkZkR-65DnWYMp-JbaqfRb30b5iVy48TnsyJsuFr-7lozz_on-EfK6hZUSLnd70b_tsfytBY3nOe2ylv1Ala-TPvp8Bgct6HS4S_KftnvgvF2HznGIufwbqL7o3rQz7_y39gSd7doq8jyNF4e3JTSOlEBiV2Q6kbbJNkjqA9ptt--qKWtH7J3He3ZstJ4NBYbc7AA5WgrNXhr-9B-vMB1fo_9mdBoVPTjPJ-jDAWn3IO-2a0lSO4cRZKB3eRJkRdJ35T8QoiE0G1_YLjjKB7IurYXou95oyh5u7OKXFTa-2PqZaa4c9idzrIbtRD-R6jM4z-Zysdnco82jLyljUcpLXN4D9VjEgzfG75uwzQmLW9TnkPIRg2XFMy0ITfXR6nqDrDTnNXtBadHOZfEDaWuEGF8BASND0-cSEs-COprsphukwmqUYXD7WVPgxPKbljDaw6GBvrhr5xsyu7nzPBAmdlNYPT1Zol2NcTNNwjnCvLwDPEaE_Ayg-I_A=w120-h119
